grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,class,max_luminosity_binned,thickness_binned
1,0,4.844187086458591,103,5.830951894845301,6.6332495807108,956.0726959808025,955.9895396917269,17.0,1,0,0,0,0,1,4.0,1.0
1,0,4.736198448394496,60,40.38564101261734,40.45985664828782,1624.1129886802826,1624.0778922206903,11.74734012447073,0,0,0,0,0,1,3.0,1.0
0,1,5.225746673713202,41,30.347981810987037,30.528675044947494,749.7579609447305,749.0734276424441,15.297058540778355,0,0,1,0,0,1,8.0,0.0
0,1,4.787491742782046,117,1.7320508075688772,4.47213595499958,235.81136529014034,234.0747743777616,21.97726097583591,0,0,0,0,1,1,3.0,2.0
1,0,4.624972813284271,80,39.736632972611055,39.87480407475377,1436.843763253333,1436.3216909870853,19.467922333931785,0,0,0,0,0,2,2.0,1.0
0,1,4.867534450455582,44,33.689761055846034,33.8673884437522,2408.1376621779746,2408.0159883190145,17.74823934929885,0,0,0,0,0,1,4.0,0.0
1,0,5.0238805208462765,99,33.734255586866,33.77869150810907,537.5137207551078,537.3695190462519,16.0,0,0,0,0,0,1,6.0,1.0
1,0,4.890349128221754,78,16.492422502470642,16.76305461424021,1336.2971226490013,1336.7123849205557,15.937377450509228,0,0,0,0,0,1,4.0,1.0
1,0,4.836281906951478,58,11.045361017187261,11.445523142259598,1251.4247879916716,1251.501897721294,18.57417562100671,0,0,0,0,0,1,4.0,0.0
1,0,4.394449154672439,302,6.557438524302,7.483314773547883,375.71931012392747,377.0172409850775,13.892443989449804,0,0,0,0,0,2,0.0,6.0
1,0,4.875197323201151,68,18.947295321496416,21.61018278497431,950.3257336303169,950.5356384691738,77.79460135510689,0,0,0,0,0,2,4.0,1.0
0,1,5.017279836814924,45,29.103264421710495,29.29163703175362,434.69529558070906,435.78664504548556,14.106735979665885,0,0,0,0,0,2,6.0,0.0
1,0,4.955827057601261,75,12.884098726725126,13.45362404707371,1137.291079715303,1137.7258017642037,19.72308292331602,0,0,0,0,0,1,5.0,1.0
0,1,4.955827057601261,40,6.708203932499369,13.674794331177344,631.1346924389436,631.1156787784629,68.54195795277518,0,0,1,0,0,1,5.0,0.0
1,0,5.056245805348308,66,21.563858652847824,22.15851980616034,1107.2777429353487,1107.5016930009633,22.978250586152114,0,1,0,0,0,1,7.0,1.0
1,0,4.812184355372417,74,36.91882988394946,37.04051835490427,1743.9942660456197,1743.9208697644513,17.578395831246947,0,0,0,0,0,2,3.0,1.0
0,1,4.948759890378168,41,33.331666624997915,33.52610922848042,1580.3724244620316,1580.148094325339,19.72308292331602,0,0,0,0,0,2,5.0,0.0
0,1,5.017279836814924,41,35.11409973215888,35.66510900025401,2004.026945926626,2003.9570853688458,20.074859899884732,0,0,0,0,0,2,6.0,0.0
1,0,4.9344739331306915,101,35.608987629529715,35.679125549822544,866.2493867241697,866.6914099032019,16.1245154965971,0,1,0,0,0,1,5.0,1.0
0,1,4.787491742782046,95,35.84689665786984,35.94440151122286,461.08242213296313,461.4336355316981,14.966629547095765,0,0,0,0,0,2,3.0,1.0
1,0,4.795790545596741,66,3.605551275463989,4.898979485566356,1622.3335045544736,1622.757221521445,15.84297951775486,0,1,0,0,0,1,3.0,1.0
1,0,5.017279836814924,63,23.259406699226016,23.430749027719962,1137.9371687399969,1137.555273382353,12.569805089976535,0,0,0,0,0,1,6.0,1.0
0,1,4.912654885736052,58,15.329709716755891,15.588457268119896,1176.718318035374,1177.0416305296937,14.2828568570857,0,0,0,0,0,2,5.0,0.0
1,0,5.003946305945459,56,11.532562594670797,11.958260743101398,1498.133171650638,1497.8504598256798,10.14889156509222,0,0,0,0,0,1,6.0,0.0
0,1,5.017279836814924,75,33.97057550292606,34.39476704383968,609.3225746679668,609.7893078760893,36.9729630946723,0,0,0,0,0,2,6.0,1.0
0,1,4.875197323201151,121,36.41428291206625,36.565010597564445,261.6409753842085,262.16025633188565,19.44222209522358,0,0,0,0,1,1,4.0,2.0
1,0,4.955827057601261,98,39.48417404479927,39.84971769034255,1541.565438118019,1541.1456777345873,24.55605831561735,0,0,0,0,0,2,5.0,1.0
0,1,4.890349128221754,172,31.22498999199199,31.38470965295043,272.0036764457422,271.7425251961864,17.233687939614086,0,0,0,0,0,2,4.0,3.0
1,0,4.852030263919617,69,8.54400374531753,9.591663046625438,1401.9753920807598,1401.6929050259191,18.65475810617763,0,1,0,0,0,1,4.0,1.0
1,0,4.812184355372417,71,7.483314773547883,9.591663046625438,1256.3494736736272,1256.5365096168118,41.617304093369626,0,1,0,0,0,1,3.0,1.0
1,0,4.912654885736052,72,36.61966684720111,36.71511950137164,1088.2288362288514,1088.6707491248214,12.922847983320086,0,1,0,0,0,1,5.0,1.0
0,1,5.075173815233827,37,6.557438524302,14.38749456993816,1460.716262660206,1460.60740789577,107.68008172359454,0,0,1,0,0,1,7.0,0.0
1,0,4.74493212836325,299,28.91366458960192,29.782545223670862,531.9755633485433,531.7010438206794,23.108440016582687,0,0,0,0,0,2,3.0,6.0
0,1,4.90527477843843,36,12.12435565298214,13.341664064126334,621.9557862099202,622.5865401693165,18.33030277982336,0,0,0,0,0,2,5.0,0.0
1,0,4.867534450455582,75,27.964262908219126,28.30194339616981,731.4670190787825,730.1513541725442,12.96148139681572,0,0,0,0,0,1,4.0,1.0
0,1,5.017279836814924,51,35.05709628591621,35.14256678161116,472.68805781403023,473.8828969270784,9.16515138991168,0,0,0,1,0,1,6.0,0.0
0,1,5.017279836814924,72,35.63705936241092,36.15245496505044,461.67737653040786,463.57307945997036,18.867962264113206,0,0,0,0,0,2,6.0,1.0
0,1,5.087596335232384,46,33.12099032335839,33.24154027718932,1227.1177612601,1227.163395803509,14.45683229480096,0,0,0,1,0,1,7.0,0.0
1,0,4.941642422609304,64,35.93048844644336,36.069377593742864,1302.2204114511492,1302.4208229293633,17.97220075561143,0,0,0,0,0,1,5.0,1.0
1,0,4.955827057601261,98,5.291502622129181,6.0,1792.6639395045574,1792.5247557565278,18.439088914585774,0,0,0,0,0,2,5.0,1.0
0,1,4.969813299576001,47,35.17101079013795,35.25620512760839,1296.6718937341088,1296.652613462835,7.14142842854285,0,0,0,1,0,1,6.0,0.0
1,0,4.787491742782046,299,30.18277654557314,30.364452901377952,587.3576423270579,586.55093555462,16.278820596099706,0,0,0,0,0,2,3.0,6.0
0,1,4.875197323201151,45,7.14142842854285,13.379088160259652,510.1127326385806,509.4261477388062,62.433965115151864,0,0,1,0,0,1,4.0,0.0
1,0,4.941642422609304,84,7.810249675906654,9.16515138991168,1011.8789453289361,1011.7815969862271,22.181073012818835,0,0,0,0,0,1,5.0,1.0
0,1,4.820281565605037,85,38.34057902536163,38.63935817272331,1330.9150987196742,1330.7779679570895,30.740852297878796,1,0,0,0,0,1,4.0,1.0
0,1,4.820281565605037,41,6.708203932499369,14.66287829861518,2107.0792581201117,2107.1487844952953,76.77890335241837,0,0,1,0,0,1,4.0,0.0
1,0,4.718498871295094,70,19.6468827043885,20.248456731316587,662.6673373571388,662.7390134887187,22.891046284519195,0,1,0,0,0,1,2.0,1.0
0,1,4.77912349311153,40,6.557438524302,14.696938456699069,1487.299902507897,1487.628649898892,79.68688725254614,0,0,1,0,0,1,3.0,0.0
1,0,4.7535901911063645,301,31.38470965295043,31.51190251317746,712.5721016149874,713.3743757663293,15.264337522473747,0,0,0,0,0,2,3.0,6.0
0,1,4.9344739331306915,37,11.532562594670797,12.649110640673518,293.85200356642116,294.35692619675183,23.790754506740637,0,0,1,0,0,1,5.0,0.0
1,0,5.003946305945459,75,31.827660925679098,32.01562118716424,1033.2976337919292,1033.3102147951504,11.045361017187261,0,0,0,0,0,1,6.0,1.0
1,0,4.941642422609304,67,22.06807649071391,22.64950330581225,1207.4791923673054,1207.3152032505845,20.493901531919196,0,1,0,0,0,1,5.0,1.0
0,1,4.890349128221754,38,19.1049731745428,19.390719429665317,1041.1426415242054,1040.914021425401,17.406895185529212,0,0,0,0,0,2,4.0,0.0
0,1,5.231108616854587,153,13.784048752090222,14.247806848775006,458.45283290650525,460.00652169289947,14.035668847618199,1,0,0,0,0,1,8.0,2.0
0,1,4.948759890378168,42,10.0,13.30413469565007,954.0178195400755,953.4663077424393,47.031904065219386,0,0,1,0,0,1,5.0,0.0
0,1,4.983606621708336,186,12.806248474865697,13.228756555322953,503.7340568196675,502.3972531772044,17.204650534085253,0,0,0,0,0,2,6.0,3.0
0,1,4.976733742420574,42,24.55605831561735,24.698178070456937,1543.265693262181,1543.4419328241668,16.97056274847714,0,0,0,0,0,2,6.0,0.0
0,1,4.836281906951478,115,36.42801120017397,36.53765181289022,276.23721689880966,273.7973703306882,21.633307652783937,0,0,0,0,1,1,4.0,2.0
0,1,5.030437921392435,205,1.0,4.123105625617661,656.8135199582907,657.0722943481942,18.439088914585774,0,0,0,0,0,2,6.0,4.0
1,0,5.003946305945459,146,18.708286933869708,18.894443627691185,590.6513353917013,590.9407753743178,17.11724276862369,0,0,0,0,0,2,6.0,2.0
1,0,4.844187086458591,75,6.782329983125268,7.3484692283495345,519.6758605130702,520.0490361494769,21.587033144922902,1,0,0,0,0,1,4.0,1.0
0,1,4.890349128221754,36,15.937377450509228,19.339079605813716,1905.0763764216908,1905.096847931884,79.6994353806851,0,0,1,0,0,1,4.0,0.0
0,1,4.962844630259907,42,2.23606797749979,28.809720581775867,683.8508609338735,685.1255359421367,144.05554484295286,0,0,1,0,0,1,5.0,0.0
0,1,4.941642422609304,49,30.610455730027933,30.740852297878796,1738.0934957590746,1737.968066450014,16.217274740226856,0,0,0,0,0,1,5.0,0.0
1,0,4.927253685157205,74,26.94438717061496,27.09243436828813,1964.2255471304716,1964.0514249886635,14.52583904633395,0,0,0,0,0,1,5.0,1.0
1,0,4.955827057601261,80,23.130067012440755,23.280893453645632,713.2033370645429,712.6429681123641,17.944358444926362,0,0,0,0,0,2,5.0,1.0
0,1,4.997212273764115,130,36.945906403822335,37.05401462729781,1447.4543170684178,1447.1368283614372,17.378147196982766,1,0,0,0,0,1,6.0,2.0
1,0,5.0106352940962555,67,29.68164415931166,29.866369046136157,1118.8793500641614,1119.314969077069,12.767145334803704,0,0,0,0,0,2,6.0,1.0
1,0,4.867534450455582,61,30.95157508108432,31.096623610932426,854.9918128262983,855.6991293673261,8.06225774829855,0,0,0,0,0,1,4.0,1.0
0,1,4.605170185988092,45,14.422205101855956,18.547236990991408,234.81482065661868,234.73815199068088,58.728187440104094,0,0,1,0,0,1,1.0,0.0
0,1,4.955827057601261,55,20.688160865577203,20.808652046684813,1201.4258195993625,1201.660517783621,10.677078252031311,0,0,0,1,0,1,5.0,0.0
1,0,4.882801922586371,81,23.49468024894146,24.535688292770594,1100.6525337271523,1100.5512255229196,31.51190251317746,0,0,0,0,0,2,4.0,1.0
0,1,5.049856007249537,36,2.23606797749979,21.0,639.2878850721324,639.1642981268587,157.00955384943936,0,0,1,0,0,1,7.0,0.0
0,1,5.327876168789581,41,26.77685567799177,26.92582403567252,502.18721608579403,501.78481443742396,16.1245154965971,0,0,1,0,0,1,9.0,0.0
0,1,5.003946305945459,45,6.4031242374328485,13.341664064126334,1620.871062114442,1621.0863641398012,89.74965180990955,0,0,1,0,0,1,6.0,0.0
1,0,4.727387818712341,77,33.166247903554,33.436506994600975,1514.2810175129318,1514.3358280117393,18.411952639521967,0,0,0,0,0,2,3.0,1.0
1,0,4.795790545596741,67,8.717797887081348,9.055385138137417,1617.1598560439224,1617.4396433870415,17.406895185529212,0,0,0,0,0,2,3.0,1.0
0,1,4.919980925828125,204,20.46948949045872,20.71231517720798,510.51836401837693,510.9960860906862,21.18962010041709,0,0,0,0,0,2,5.0,4.0
0,1,4.969813299576001,134,34.20526275297414,34.307433596816885,862.8777433680857,863.1361422162787,14.696938456699069,0,0,0,0,0,2,6.0,2.0
1,0,4.543294782270004,65,41.012193308819754,41.13392760240627,1117.2103651506281,1116.9776183970741,13.076696830622021,0,0,0,0,0,2,1.0,1.0
0,1,5.0369526024136295,48,25.019992006393608,25.099800796022265,1178.2745859942834,1177.8004924434358,4.69041575982343,0,0,0,1,0,1,7.0,0.0
1,0,4.9344739331306915,66,13.30413469565007,13.527749258468683,1035.1540948090772,1035.4071662877363,19.157244060668017,0,1,0,0,0,1,5.0,1.0
0,1,4.927253685157205,45,16.673332000533065,17.11724276862369,1072.842952160287,1073.2301710257684,18.275666882497067,0,0,0,0,0,2,5.0,0.0
0,1,4.836281906951478,45,6.4031242374328485,14.7648230602334,1343.1842762629408,1342.9798956052916,82.74660113865706,0,0,1,0,0,1,4.0,0.0
1,0,4.976733742420574,68,33.88214869219483,34.058772731852805,681.7022810582343,681.5929870531239,16.703293088490067,0,1,0,0,0,1,6.0,1.0
1,0,4.727387818712341,71,12.409673645990857,12.68857754044952,1538.722522094221,1538.8521696381365,13.820274961085254,0,0,0,0,0,2,3.0,1.0
0,1,4.875197323201151,40,32.96968304366907,34.23448553724738,1343.06328964796,1342.8685713799396,34.336569426778794,0,0,0,0,0,1,4.0,0.0
1,0,4.672828834461906,72,5.291502622129181,7.483314773547883,953.3997063141985,953.1647286802004,51.137070702182385,0,1,0,0,0,1,2.0,1.0
1,0,4.897839799950911,83,14.730919862656235,15.198684153570664,487.40024620428744,487.7437851987455,14.035668847618199,0,0,0,0,0,2,5.0,1.0
0,1,4.976733742420574,170,9.899494936611665,13.19090595827292,581.401754383318,582.298892322491,25.98076211353316,0,0,0,0,0,2,6.0,3.0
0,1,4.976733742420574,39,26.49528259898354,26.851443164195103,2675.0190653526192,2675.035139956109,19.131126469708992,0,0,0,0,0,1,6.0,0.0
0,1,4.836281906951478,71,2.23606797749979,4.0,662.4975471652706,661.9222008665369,17.46424919657298,0,0,0,0,0,2,4.0,1.0
0,1,4.859812404361672,45,39.74921382870358,39.88734135035826,1970.8731567505808,1971.0585988244998,23.473389188611005,1,0,0,0,0,1,4.0,0.0
0,1,4.844187086458591,44,19.364916731037084,19.697715603592208,1029.074827211316,1028.9640421316967,19.493588689617926,0,0,0,0,0,2,4.0,0.0
0,1,4.941642422609304,43,6.557438524302,13.638181696985855,1568.8444792266696,1568.774681080747,73.81734213584231,0,0,1,0,0,1,5.0,0.0
0,1,5.3230099791384085,98,6.324555320336759,7.810249675906654,125.26372180324198,128.03124618623377,18.027756377319946,0,0,0,0,0,2,9.0,1.0
1,0,4.584967478670572,73,3.1622776601683795,5.656854249492381,848.0937448183425,848.2193112633076,34.741905532080416,0,1,0,0,0,1,1.0,1.0
0,1,5.017279836814924,104,25.079872407968907,25.25866188063018,1403.958688850922,1404.1677250243292,30.93541659651604,0,0,0,0,1,1,6.0,1.0
0,1,4.804021044733257,35,6.48074069840786,14.38749456993816,2156.502492463201,2156.556746297208,77.79460135510689,0,0,1,0,0,1,3.0,0.0
1,0,4.912654885736052,60,30.14962686336267,30.265491900843113,643.6683928856535,644.81470206564,7.681145747868608,0,0,0,0,0,1,5.0,1.0
0,1,5.267858159063328,102,10.535653752852738,11.090536506409418,260.22874552977424,262.484285243898,14.730919862656235,0,0,0,0,0,2,8.0,1.0
0,1,4.882801922586371,36,6.557438524302,14.66287829861518,1494.3443378284671,1494.5718450445934,81.0617048920142,0,0,1,0,0,1,4.0,0.0
1,0,5.003946305945459,95,36.180105030251084,36.27671429443411,1622.9614906090655,1623.0030807118019,10.295630140987,0,0,0,0,0,1,6.0,1.0
1,0,4.852030263919617,79,40.0374824383352,40.11234224026316,1712.5326274264091,1712.2456015420219,16.30950643030009,0,0,0,0,0,2,4.0,1.0
0,1,4.969813299576001,42,10.392304845413264,11.224972160321824,918.4595799489491,918.2739242731441,17.349351572897472,0,1,0,0,0,1,6.0,0.0
0,1,4.941642422609304,44,6.244997998398398,14.832396974191326,1483.6664045532607,1483.530586135655,78.87965517166008,0,0,1,0,0,1,5.0,0.0
0,1,4.74493212836325,91,41.048751503547585,41.1703777004778,545.356763962821,544.6971635688955,20.615528128088304,1,0,0,0,0,1,3.0,1.0
1,0,4.969813299576001,83,32.55764119219941,32.89376840679705,1946.2808122159556,1945.9555493381652,14.832396974191326,0,0,0,0,0,1,6.0,1.0
1,0,4.875197323201151,85,23.173260452512935,23.366642891095847,1925.3295821754778,1925.0353243512182,15.811388300841896,0,0,0,0,0,1,4.0,1.0
0,1,4.941642422609304,42,34.322004603461025,35.7211421989835,339.35379768023813,338.1345885886269,44.07947368106838,0,0,0,0,0,2,5.0,0.0
1,0,5.0238805208462765,102,13.076696830622021,13.638181696985855,1343.4403596736254,1343.20921676409,15.905973720586866,0,0,0,0,0,2,6.0,1.0
0,1,5.209486152841421,41,30.62678566222711,30.757112998459398,791.3014596220584,790.980404308476,10.344080432788601,0,0,1,0,0,1,8.0,0.0
1,0,5.0369526024136295,72,38.09199390948182,38.31448812133603,2298.128368912407,2298.2475932762336,17.663521732655695,0,0,0,0,0,2,7.0,1.0
1,0,4.430816798843313,67,3.3166247903554,6.708203932499369,834.9305360327887,835.5261815167732,54.378304497290095,0,1,0,0,0,1,0.0,1.0
1,0,4.90527477843843,66,11.575836902790225,12.68857754044952,641.7585215639914,642.2842050058525,29.154759474226502,0,1,0,0,0,1,5.0,1.0
0,1,4.795790545596741,44,6.557438524302,14.696938456699069,1646.1682781538466,1645.6314897327409,80.14362108115655,0,0,1,0,0,1,3.0,0.0
1,0,4.912654885736052,71,12.727922061357855,13.114877048604,1005.3785356769857,1005.3720704296494,14.142135623730951,0,1,0,0,0,1,5.0,1.0
0,1,4.976733742420574,201,22.956480566497994,23.811761799581316,1027.313000015088,1026.6119033013401,20.518284528683193,0,0,0,0,0,2,6.0,4.0
0,1,5.351858133476067,37,29.223278392404914,29.34280150224242,176.5304506310455,176.63804799646084,14.247806848775006,0,0,1,0,0,1,9.0,0.0
0,1,5.056245805348308,43,6.244997998398398,14.730919862656235,1025.30727101684,1025.2975177966637,114.33284742365161,0,0,1,0,0,1,7.0,0.0
0,1,4.997212273764115,38,6.557438524302,14.38749456993816,959.4764197206724,959.312774855,78.08328886515987,0,0,1,0,0,1,6.0,0.0
1,0,5.049856007249537,72,36.6742416417845,36.89173349139343,2356.025678977205,2356.0449910814523,13.638181696985855,0,0,0,0,0,1,7.0,1.0
0,1,4.969813299576001,197,7.280109889280518,9.055385138137417,559.476541063162,560.3962883531617,53.65631370118525,0,0,0,0,0,2,6.0,4.0
1,0,4.867534450455582,124,32.28002478313795,32.37282811247729,1156.6105654022015,1156.9390649468105,18.411952639521967,0,0,0,0,0,2,4.0,2.0
0,1,5.062595033026967,50,29.46183972531247,29.748949561287034,853.3803372471151,852.9788977460111,18.0,0,0,0,0,0,2,7.0,0.0
1,0,4.844187086458591,69,24.310491562286437,24.515301344262525,1323.9357990476728,1323.4054556333067,15.874507866387544,0,0,0,0,0,2,4.0,1.0
0,1,4.882801922586371,35,33.12099032335839,33.52610922848042,3578.5301451853106,3578.7200225779047,25.219040425836983,0,0,0,0,0,1,4.0,0.0
1,0,4.948759890378168,57,31.76476034853718,32.12475680841802,1521.3385553518322,1521.2120167813557,16.64331697709324,0,0,0,0,0,1,5.0,0.0
1,0,4.653960350157523,197,16.55294535724685,17.0,476.3538600662327,475.19469694010684,15.84297951775486,0,0,0,0,0,2,2.0,4.0
0,1,4.736198448394496,37,36.864617182333525,37.134889255254286,977.9580768110666,978.0199384470645,17.05872210923198,0,0,0,0,0,2,3.0,0.0
0,1,5.030437921392435,200,2.23606797749979,3.3166247903554,648.9976887478106,649.0808886417778,13.638181696985855,0,0,0,0,0,2,6.0,4.0
0,1,4.77912349311153,67,36.932370625238775,37.17526059088221,427.763953600581,427.7873303406729,15.684387141358123,0,0,0,0,0,2,3.0,1.0
1,0,4.976733742420574,71,37.72267222772003,38.09199390948182,2433.5498762096495,2433.3534474054522,17.291616465790582,0,0,0,0,1,1,6.0,1.0
1,0,4.912654885736052,75,27.54995462791182,27.76688675382964,1974.1770437324003,1974.1770437324003,14.352700094407323,0,0,0,0,0,1,5.0,1.0
0,1,5.030437921392435,39,6.708203932499369,13.892443989449804,1538.822601861566,1539.1978430338318,100.5236290630218,0,0,1,0,0,1,6.0,0.0
0,1,4.919980925828125,43,11.61895003862225,13.74772708486752,1624.27060553345,1624.3838832000274,43.23193264243457,0,0,1,0,0,1,5.0,0.0
0,1,4.955827057601261,66,32.0624390837628,32.155870381627054,1711.2399013580766,1711.026300206984,15.066519173319364,1,0,0,0,0,1,5.0,1.0
1,0,4.955827057601261,73,31.272991542223778,31.416556144810016,1774.4934488467406,1774.7137797402713,14.66287829861518,0,0,0,0,0,2,5.0,1.0
0,1,4.976733742420574,44,6.4031242374328485,13.820274961085254,1269.8314848829352,1269.7543069428825,111.91514642799696,0,0,1,0,0,1,6.0,0.0
0,1,5.056245805348308,132,19.4164878389476,19.544820285692065,551.3583226904261,550.7485814779735,14.933184523068078,0,0,0,0,0,2,7.0,2.0
0,1,4.9344739331306915,190,33.12099032335839,33.31666249791537,274.2954611363447,272.69763475321895,16.34013463836819,0,0,0,0,0,2,5.0,3.0
1,0,4.955827057601261,72,8.366600265340756,10.295630140987,386.1346915261565,385.00909080176274,26.814175355583846,0,1,0,0,0,1,5.0,1.0
0,1,4.948759890378168,36,36.90528417449187,37.080992435478315,2107.788651644182,2107.878079965727,14.7648230602334,0,0,0,0,0,2,5.0,0.0
0,1,4.912654885736052,204,14.52583904633395,15.0,372.4218038729741,371.7028382996288,15.684387141358123,0,0,0,0,0,2,5.0,4.0
1,0,4.990432586778736,69,21.702534414210707,22.22611077089287,1970.2583586930928,1970.1588768421698,13.784048752090222,0,0,0,0,0,2,6.0,1.0
1,0,4.859812404361672,72,6.6332495807108,8.0,1488.7917920246605,1489.0846181463296,19.493588689617926,0,1,0,0,0,1,4.0,1.0
0,1,4.6443908991413725,297,15.684387141358123,15.968719422671311,453.1092583472556,453.48428859222895,22.38302928559939,0,0,0,0,0,2,2.0,6.0
0,1,4.962844630259907,179,28.74021572639983,29.086079144497972,905.70690623402,905.5865502534807,24.454038521274967,0,0,0,0,0,1,5.0,3.0
1,0,5.056245805348308,73,19.924858845171276,20.199009876724155,315.26972579047293,314.42010113858817,16.941074346097416,0,0,0,0,0,1,7.0,1.0
0,1,4.836281906951478,43,6.324555320336759,14.0,1505.2986414662041,1505.1212575736215,76.52450587883597,0,0,1,0,0,1,4.0,0.0
0,1,4.90527477843843,95,17.635192088548397,18.083141320025124,786.4578818983251,786.7547267096652,21.354156504062622,0,0,0,0,0,1,5.0,1.0
0,1,4.890349128221754,41,34.66987164671943,34.88552708502482,1869.6729660558287,1869.7120099095475,21.307275752662516,1,0,0,0,0,1,4.0,0.0
1,0,4.976733742420574,65,36.851051545376556,37.05401462729781,2424.2516371037063,2424.36280288244,16.3707055437449,0,0,0,0,1,1,6.0,1.0
1,0,4.812184355372417,79,19.79898987322333,20.12461179749811,1161.8743477674338,1161.3384519596343,20.346989949375804,0,0,0,0,0,1,3.0,1.0
0,1,4.867534450455582,52,35.510561809129406,35.679125549822544,743.6349911078687,743.7082761405845,21.748563170931547,1,0,0,0,0,1,4.0,0.0
0,1,4.927253685157205,45,36.38681079732051,36.60601043544625,717.4872821172512,716.9797765627703,48.14561246884289,1,0,0,0,0,1,5.0,0.0
0,1,4.762173934797756,93,2.6457513110645907,3.3166247903554,1341.0622655193904,1341.220712634576,15.033296378372908,0,0,0,0,0,2,3.0,1.0
0,1,4.955827057601261,44,9.1104335791443,14.730919862656235,2703.1085808749895,2703.1318872744628,67.68308503607086,0,0,1,0,0,1,5.0,0.0
0,1,4.852030263919617,85,3.4641016151377544,5.0,1295.2559592605626,1295.7974378736824,20.518284528683193,1,0,0,0,0,1,4.0,1.0
1,0,4.6443908991413725,75,2.23606797749979,4.123105625617661,1015.2438130813701,1014.6891149509785,28.809720581775867,0,0,0,0,0,2,2.0,1.0
1,0,4.8283137373023015,68,18.411952639521967,18.76166303929372,1425.730339159548,1425.6752785960764,12.12435565298214,0,0,0,0,0,2,4.0,1.0
0,1,4.912654885736052,173,30.854497241083024,30.93541659651604,922.9122385145838,923.5036545677553,16.822603841260722,0,0,0,0,0,1,5.0,3.0
1,0,4.997212273764115,73,12.041594578792296,12.449899597988733,1029.4901650817262,1029.300733507948,11.661903789690601,0,1,0,0,0,1,6.0,1.0
1,0,4.912654885736052,70,12.12435565298214,12.36931687685298,1298.6989643485515,1299.04618855528,12.24744871391589,0,1,0,0,0,1,5.0,1.0
0,1,5.0238805208462765,36,6.324555320336759,13.490737563232042,1625.3258134909443,1625.1104577843316,74.45132638173749,0,0,1,0,0,1,6.0,0.0
1,0,4.718498871295094,73,4.123105625617661,4.898979485566356,1434.3639705458304,1434.2412628285383,16.09347693943108,0,1,0,0,0,1,2.0,1.0
1,0,4.859812404361672,66,12.12435565298214,12.36931687685298,1996.658458525143,1996.3469137401946,18.466185312619388,0,0,0,0,0,1,4.0,1.0
0,1,4.948759890378168,100,24.95996794869737,25.199206336708304,1456.876110038187,1456.8901811735846,26.019223662515376,0,0,0,0,1,1,5.0,1.0
0,1,4.875197323201151,46,24.859605789312106,25.099800796022265,1182.307489615117,1182.1979529672685,15.652475842498529,0,0,0,1,0,1,4.0,0.0
1,0,4.969813299576001,100,23.706539182259394,23.83275057562597,1063.6968553117001,1063.824233602525,14.071247279470288,0,0,0,0,0,1,6.0,1.0
0,1,4.948759890378168,39,9.38083151964686,14.2828568570857,2766.9992771954244,2767.01572095281,61.25357132445422,0,0,1,0,0,1,5.0,0.0
0,1,5.0106352940962555,43,6.6332495807108,13.564659966250536,1597.5017996859972,1598.0510004377206,95.23654760647301,0,0,1,0,0,1,6.0,0.0
1,0,4.852030263919617,81,33.45145736735546,34.0,1092.6513625123066,1093.304623606797,34.9857113690718,0,0,0,0,0,2,4.0,1.0
0,1,5.003946305945459,39,6.324555320336759,13.820274961085254,1549.3730990307015,1549.4582924364245,93.16651759081692,0,0,1,0,0,1,6.0,0.0
0,1,4.890349128221754,223,21.02379604162864,21.61018278497431,463.63347592683596,462.89631668441695,36.851051545376556,0,0,0,0,0,2,4.0,4.0
1,0,4.941642422609304,71,10.816653826391969,11.357816691600547,1239.8439417926759,1240.0096773815922,14.0,0,1,0,0,0,1,5.0,1.0
1,0,4.897839799950911,84,17.60681686165901,18.49324200890693,1935.1539990398696,1935.0583970516238,23.302360395462088,0,0,0,0,0,1,5.0,1.0
1,0,4.727387818712341,83,30.364452901377952,30.675723300355934,1500.8720798255927,1500.8904023945254,17.86057109949175,0,0,0,0,0,2,3.0,1.0
1,0,4.812184355372417,84,27.784887978899608,28.0178514522438,1267.9617502117326,1268.5215804234472,13.152946437965905,0,0,0,0,0,1,3.0,1.0
0,1,4.941642422609304,36,4.123105625617661,5.656854249492381,1001.369062833479,1002.1761322242712,16.0,0,0,0,0,0,2,5.0,0.0
0,1,4.804021044733257,57,21.908902300206645,22.22611077089287,431.54605779684744,430.3812263563549,22.135943621178654,0,0,0,0,0,1,3.0,0.0
1,0,4.890349128221754,75,28.178005607210743,28.372521918222215,1591.8866165653885,1591.430174402886,14.247806848775006,0,0,0,0,0,2,4.0,1.0
1,0,5.0106352940962555,61,36.837480912787726,37.080992435478315,1838.0454292535862,1838.2252310312792,16.431676725154983,0,0,0,0,0,1,6.0,1.0
0,1,4.969813299576001,300,39.57271787481876,39.736632972611055,415.1421443313121,415.63686073302017,17.08800749063506,0,0,0,0,0,2,6.0,6.0
1,0,5.017279836814924,82,13.30413469565007,14.491376746189438,1332.6995160200217,1332.905473017498,19.79898987322333,0,0,0,0,0,1,6.0,1.0
0,1,4.927253685157205,202,9.055385138137417,9.797958971132712,386.56435428011207,386.3922877077129,16.55294535724685,1,0,0,0,0,1,5.0,4.0
