grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,log_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,max_luminosity_binned,thickness_binned
1,0,4.9344739331306915,71,8.246211251235321,9.273618495495704,2499.3187071680154,2499.004801916155,47.25462940284264,47.259765994388125,0,0,0,0,1,2.0,1.0
1,0,4.382026634673881,81,40.2119385257662,40.3732584763727,1313.4789682366445,1313.2223726391505,17.11724276862369,17.11776061635329,0,0,0,0,0,0.0,1.0
0,1,5.030437921392435,55,27.422618401604176,27.622454633866266,1174.4947850033222,1174.2895724649861,7.937253933193772,7.989556091961237,0,0,0,1,0,3.0,0.0
0,1,4.990432586778736,42,6.48074069840786,7.54983443527075,3546.3354325274986,3546.3499545307145,25.942243542145693,25.94354087998262,1,0,0,0,0,3.0,0.0
1,0,4.875197323201151,100,17.406895185529212,17.69180601295413,1632.8928317559607,1632.539126636786,19.621416870348583,19.63086619034499,0,0,0,0,0,2.0,1.0
1,0,4.912654885736052,68,32.7414110874898,32.83291031876401,434.36735604785036,435.6787807548125,13.076696830622021,13.079892381065259,0,0,0,0,0,2.0,1.0
0,1,4.955827057601261,41,6.557438524302,14.7648230602334,1255.448525428263,1255.688655678628,81.4616474176652,81.46429952624128,0,0,1,0,0,2.0,0.0
0,1,4.882801922586371,53,18.05547008526779,18.193405398660254,542.6628787746588,542.9005433778824,10.392304845413264,10.429497708859891,0,0,0,1,0,2.0,0.0
0,1,4.997212273764115,49,9.9498743710662,11.575836902790225,87.02873088813831,89.9833317898376,23.62202362203543,23.62374924096526,0,0,0,0,0,3.0,0.0
0,1,4.875197323201151,70,18.275666882497067,18.547236990991408,873.5828523958103,873.6772859586084,26.13426869074396,26.135062058534025,0,0,0,0,0,2.0,1.0
1,0,4.941642422609304,103,21.2602916254693,30.4138126514911,2157.1330510656962,2157.1835805049136,81.83520025025906,81.84070568127581,0,0,0,0,0,2.0,1.0
0,1,4.882801922586371,44,6.48074069840786,13.892443989449804,894.4707932626978,894.540105305514,77.43384273042376,77.43950652533303,0,0,1,0,0,2.0,0.0
0,1,4.927253685157205,100,24.779023386727733,25.03996805109783,1495.5276660764252,1495.896052538411,15.524174696260024,15.543949813741877,0,0,0,0,1,2.0,1.0
0,1,4.9344739331306915,37,6.324555320336759,14.933184523068078,982.7125724239006,982.4052117125601,129.93459893346343,129.93828010123102,0,0,1,0,0,2.0,0.0
0,1,4.890349128221754,46,30.463092423455635,30.659419433511783,1404.385630800885,1404.259591386151,9.643650760992955,9.660257890169877,0,0,0,0,0,2.0,0.0
0,1,4.59511985013459,49,41.340053217188775,41.44876355212541,623.8301050766947,624.3092182564662,13.490737563232042,13.511852212569595,0,0,0,0,0,0.0,0.0
0,1,4.795790545596741,70,34.058772731852805,34.26368339802363,655.6027760770999,656.2057604136069,20.808652046684813,20.817966115679592,0,0,0,0,0,1.0,1.0
1,0,4.499809670330265,75,1.0,4.123105625617661,1244.9634532788502,1244.6208257939443,34.322004603461025,34.33189926572533,0,1,0,0,0,0.0,1.0
0,1,5.0689042022202315,104,25.019992006393608,25.238858928247925,1440.7789559817982,1441.4000138753988,31.160872901765767,31.172011426372702,0,0,0,0,1,3.0,1.0
1,0,4.948759890378168,51,18.601075237738275,19.0,906.7629238119521,907.2386676062699,18.708286933869708,18.725881100126067,0,0,0,0,0,2.0,0.0
1,0,5.087596335232384,83,19.849433241279208,20.591260281974,1145.9415342852358,1145.4029858525776,20.248456731316587,20.25728135230645,0,0,0,0,0,3.0,1.0
1,0,4.927253685157205,82,13.379088160259652,15.0,940.894255482517,940.1026539692355,26.30589287593181,26.311870252493396,0,0,0,0,0,2.0,1.0
1,0,5.003946305945459,70,15.748015748023622,16.64331697709324,960.6471776880417,960.716399360394,30.72458299147443,30.735875624100814,0,1,0,0,0,3.0,1.0
1,0,5.0238805208462765,81,25.39685019840059,25.729360660537214,311.5589831797504,310.2128301666454,18.734993995195193,18.743039401284356,0,0,0,0,0,3.0,1.0
0,1,4.867534450455582,40,6.782329983125268,13.96424004376894,1297.5207127441165,1297.1403162341383,108.51267207105353,108.51484281420643,0,0,1,0,0,2.0,0.0
0,1,4.875197323201151,40,5.0,6.855654600401044,1727.9878471794875,1727.9233200579242,21.563858652847824,21.582184438620292,0,0,0,0,0,2.0,0.0
0,1,4.90527477843843,44,6.708203932499369,14.696938456699069,1259.8114938354865,1260.20196794006,78.03204469959762,78.0372943396122,0,0,1,0,0,2.0,0.0
1,0,4.634728988229636,145,40.93897898091744,41.060930335295616,837.5613410371803,838.0829314572634,20.85665361461421,20.87583923000155,0,0,0,0,0,0.0,2.0
1,0,4.859812404361672,47,27.459060435491963,27.874719729532707,859.4637863226118,860.3417925452651,10.535653752852738,10.551134116065777,0,0,0,0,0,1.0,0.0
1,0,4.997212273764115,58,12.609520212918492,13.114877048604,1508.3437937022184,1507.8401772071204,18.520259177452136,18.544274158479723,0,0,0,0,0,3.0,0.0
0,1,4.812184355372417,43,24.71841418861655,25.0,727.9519214893247,727.7485829598021,16.09347693943108,16.112031362934196,0,0,0,0,0,1.0,0.0
0,1,4.990432586778736,38,32.218007387174026,32.48076353782343,425.752275390279,426.193617971926,8.888194417315589,8.910239602971158,0,0,0,0,0,3.0,0.0
1,0,4.736198448394496,66,9.38083151964686,10.488088481701515,572.6936353758439,572.621166217247,12.884098726725126,12.901209583457295,0,0,0,0,0,1.0,1.0
0,1,4.897839799950911,65,33.645207682521445,33.793490497431605,1098.8362025342994,1098.498520709063,16.673332000533065,16.6847250275666,0,0,0,0,0,2.0,1.0
0,1,4.836281906951478,197,28.337254630609507,28.583211855912904,367.11442357935215,368.1589330710312,13.152946437965905,13.16526877985923,0,0,0,0,0,1.0,4.0
0,1,5.056245805348308,65,1.4142135623730951,4.47213595499958,942.8711470821451,943.6069096822044,16.97056274847714,16.986957003313396,0,0,0,0,0,3.0,1.0
0,1,4.859812404361672,45,10.198039027185569,11.090536506409418,1066.585205222724,1065.857870449902,13.30413469565007,13.335966718114799,0,1,0,0,0,1.0,0.0
1,0,4.477336814478207,68,41.012193308819754,41.13392760240627,1210.1115651046393,1210.7002106219359,13.416407864998739,13.453622188640985,0,0,0,0,0,0.0,1.0
1,0,4.90527477843843,85,28.442925306655784,28.600699292150182,1097.1139412112125,1097.550454421117,13.856406460551018,13.866236676427633,0,0,0,0,0,2.0,1.0
0,1,4.812184355372417,42,5.916079783099616,6.557438524302,1508.882036476013,1508.9121909508187,14.2828568570857,14.314928706945032,1,0,0,0,0,1.0,0.0
0,1,4.969813299576001,45,30.298514815086232,33.83784863137726,900.3904708513968,900.286065648025,44.090815370097204,44.0912881664517,0,0,0,0,0,2.0,0.0
0,1,5.0369526024136295,180,32.526911934581186,32.68026927673638,415.76315373058253,415.9038350388224,17.46424919657298,17.478970332638276,0,0,0,0,0,3.0,3.0
1,0,4.804021044733257,96,26.68332812825267,26.77685567799177,899.2346745983498,898.7012851887995,7.416198487095663,7.476995208678866,1,0,0,0,0,1.0,1.0
1,0,4.7535901911063645,74,9.38083151964686,9.848857801796104,1358.891827924504,1359.0257539870242,18.439088914585774,18.461843555019577,0,1,0,0,0,1.0,1.0
0,1,5.214935757608986,37,2.6457513110645907,4.47213595499958,628.5523049038958,628.1257835816008,16.822603841260722,16.8319458398363,0,0,1,0,0,4.0,0.0
0,1,4.795790545596741,37,6.324555320336759,14.7648230602334,1383.2693157877825,1383.6936077036708,81.62107570964744,81.62413102899966,0,0,1,0,0,1.0,0.0
0,1,4.804021044733257,40,26.981475126464083,27.110883423451916,1821.870741847511,1822.175897107631,12.409673645990857,12.435070985584993,0,0,0,0,0,1.0,0.0
0,1,4.844187086458591,42,26.981475126464083,27.2213151776324,766.7555020995936,766.4972276531729,19.72308292331602,19.732012479904014,0,0,0,0,0,1.0,0.0
0,1,4.90527477843843,72,32.61901286060018,32.90896534380867,637.664488583142,637.1734457743826,23.57965224510319,23.581616501086316,0,0,0,0,0,2.0,1.0
1,0,5.003946305945459,69,32.046840717924134,32.4037034920393,974.2889715069139,974.1745223521297,20.615528128088304,20.622699238444717,0,0,0,0,0,3.0,1.0
1,0,4.875197323201151,57,11.0,11.313708498984761,894.8966420766144,894.9206668750029,14.317821063276353,14.334298271593736,0,0,0,0,0,2.0,0.0
0,1,5.327876168789581,41,2.23606797749979,3.0,188.2365533046119,185.1080765390857,11.224972160321824,11.268561258250328,0,0,1,0,0,4.0,0.0
0,1,4.844187086458591,35,8.48528137423857,14.52583904633395,2784.772342580269,2784.940035261083,67.08949247087803,67.09562658662624,0,0,1,0,0,1.0,0.0
0,1,4.919980925828125,118,34.0,34.132096331752024,930.7604417894005,930.5202845720237,15.198684153570664,15.209978063356596,0,0,0,0,0,2.0,2.0
1,0,4.844187086458591,72,6.855654600401044,7.416198487095663,1340.5808442611733,1340.7882010220706,18.083141320025124,18.10468243151012,0,1,0,0,0,1.0,1.0
0,1,4.875197323201151,43,5.0,7.0710678118654755,1693.2551491136828,1693.3375328031916,16.881943016134134,16.89712687398327,0,0,0,0,0,2.0,0.0
0,1,4.882801922586371,39,33.80828300875393,34.02939905434711,491.3216868814158,490.4151302723031,18.138357147217054,18.152721974758766,0,0,0,0,0,2.0,0.0
1,0,4.983606621708336,103,34.044089061098404,34.46737587922817,1604.3905384911743,1604.524540167585,18.193405398660254,18.209154683109478,0,0,0,0,0,3.0,1.0
1,0,4.927253685157205,67,32.0624390837628,32.2490309931942,1683.8402537057962,1684.1036191398675,13.527749258468683,13.549092617215788,0,0,0,0,0,2.0,1.0
0,1,4.962844630259907,45,28.407745422683583,28.442925306655784,438.72770598629853,438.8644437636752,10.954451150103322,10.986401009505574,0,0,0,1,0,2.0,0.0
0,1,5.003946305945459,104,24.95996794869737,25.238858928247925,1421.114703322712,1421.0123152175706,28.965496715920477,28.969507877739172,0,0,0,0,1,3.0,1.0
1,0,4.727387818712341,67,13.74772708486752,14.7648230602334,1012.7749009528228,1012.4598757481701,37.080992435478315,37.0922531131775,0,1,0,0,0,1.0,1.0
1,0,4.976733742420574,205,22.090722034374522,22.64950330581225,2249.400809104505,2249.5332849282313,19.4164878389476,19.424074726416773,0,0,0,0,0,2.0,4.0
0,1,4.890349128221754,42,36.138621999185304,36.26292872893749,3115.778072969896,3115.8095256289334,21.18962010041709,21.192057959568203,0,0,0,0,0,2.0,0.0
1,0,4.844187086458591,73,15.0,15.394804318340652,1134.1763531303234,1133.949734335698,15.329709716755891,15.347722733476608,0,1,0,0,0,1.0,1.0
1,0,4.7535901911063645,65,26.095976701399778,26.324893162176366,1404.9928825442498,1405.3743273590849,18.110770276274835,18.128838384479398,0,0,0,0,0,1.0,1.0
1,0,4.948759890378168,64,35.35533905932738,35.52463933666322,1815.0272725223717,1814.9341585853742,10.099504938362077,10.146381202137121,0,0,0,0,0,2.0,1.0
0,1,4.68213122712422,215,29.512709126747414,29.79932885150268,284.49780315496287,287.2385767963628,21.587033144922902,21.600642911716516,0,0,0,0,0,0.0,4.0
1,0,5.099866427824199,73,37.72267222772003,40.0,153.83757668398187,149.59612294441322,55.50675634551167,55.50839933295346,0,0,0,0,0,3.0,1.0
0,1,4.9344739331306915,216,11.40175425099138,12.328828005937952,388.8933015622666,391.2007157457665,41.88078318274385,41.89215211185459,0,0,0,0,0,2.0,4.0
0,1,4.787491742782046,36,6.6332495807108,14.66287829861518,1332.1508923541658,1332.8949696056325,81.95730595865142,81.96325716490324,0,0,1,0,0,1.0,0.0
0,1,5.0106352940962555,97,11.269427669584644,12.206555615733702,596.7411499134278,596.9087032369356,20.049937655763422,20.050133902014803,0,0,0,0,0,3.0,1.0
0,1,4.812184355372417,99,17.549928774784245,17.944358444926362,742.6607570082049,742.607567965746,12.609520212918492,12.610210374384462,0,0,0,0,0,1.0,1.0
0,1,5.170483995038151,150,7.14142842854285,7.937253933193772,422.8900566341091,422.3363588420964,27.51363298439521,27.52131788252747,1,0,0,0,0,3.0,2.0
0,1,4.882801922586371,43,6.4031242374328485,13.96424004376894,781.9482080035735,781.995524283867,78.44106067615353,78.44334549010816,0,0,1,0,0,2.0,0.0
1,0,5.081404364984463,99,34.161381705077446,34.49637662132068,1502.5551570574705,1502.6523217298138,19.0,19.007949524187406,0,1,0,0,0,3.0,1.0
0,1,4.77912349311153,45,15.0996688705415,16.06237840420901,1859.8032153967258,1859.9932795577515,26.795522013948524,26.80101205048012,0,0,0,0,0,1.0,0.0
1,0,4.836281906951478,72,39.91240408695021,39.98749804626441,1956.0393656570411,1956.3552847067426,19.79898987322333,19.81864655491675,1,0,0,0,0,1.0,1.0
0,1,4.795790545596741,129,31.559467676119,31.701734968294716,257.27222936026345,258.0387567788994,10.535653752852738,10.54218598171379,0,0,0,0,0,1.0,2.0
0,1,4.912654885736052,45,29.478805945967352,29.916550603303182,841.0219973341958,841.2270799255098,21.97726097583591,21.996975800661957,0,0,0,0,0,2.0,0.0
1,0,4.955827057601261,80,25.45584412271571,25.612496949731394,1593.3285913458028,1592.9030102300642,16.46207763315433,16.47025184004101,1,0,0,0,0,2.0,1.0
0,1,4.941642422609304,45,6.557438524302,14.035668847618199,1400.0939254207199,1400.2396223504034,107.34057946554975,107.34476291672577,0,0,1,0,0,2.0,0.0
0,1,4.969813299576001,37,24.0,24.331050121192877,1131.3969241605707,1130.9305902662638,17.406895185529212,17.4287966126574,0,0,0,0,0,2.0,0.0
0,1,4.770684624465665,299,16.09347693943108,17.291616465790582,253.09484388268362,255.25869231036972,43.520110293977886,43.52610007224154,0,0,0,0,0,1.0,6.0
0,1,4.867534450455582,39,18.841443681416774,19.467922333931785,1679.3909610331955,1679.282584915356,26.758176320519304,26.762556522774947,0,0,0,0,0,2.0,0.0
1,0,5.220355825078324,72,8.12403840463596,9.591663046625438,1792.4728728770208,1792.6541774698208,12.165525060596439,12.170086245850756,0,0,0,0,0,4.0,1.0
0,1,4.859812404361672,179,28.106938645110393,28.284271247461902,232.15942797999827,233.4416415295266,12.449899597988733,12.464787180956607,0,0,0,0,0,1.0,3.0
1,0,4.74493212836325,102,40.2119385257662,40.36087214122113,1447.571069067077,1447.611826423092,19.6468827043885,19.671344064839893,1,0,0,0,0,1.0,1.0
0,1,5.0106352940962555,41,11.224972160321824,12.767145334803704,737.4225383048718,738.0020325175263,14.38749456993816,14.398234305951217,0,0,1,0,0,3.0,0.0
0,1,4.882801922586371,198,2.0,3.7416573867739413,640.1132712262729,640.3397535683694,15.0996688705415,15.124337201432844,0,0,0,0,0,2.0,4.0
0,1,4.820281565605037,35,36.38681079732051,36.51027252705737,1242.5308849280166,1242.204492022147,17.291616465790582,17.319269247232917,0,0,0,0,1,1.0,0.0
1,0,4.762173934797756,47,34.292856398964496,34.539832078341085,1036.0077219789437,1035.471390237316,20.73644135332772,20.750868235516783,0,0,0,0,0,1.0,0.0
1,0,4.663439094112067,80,39.42080668885405,39.50949253027682,915.3305413892841,915.7439598490399,15.033296378372908,15.063463284277338,0,0,0,0,0,0.0,1.0
0,1,4.74493212836325,297,15.491933384829668,16.24807680927192,309.84673630683926,309.80961895977345,30.773365106858236,30.77481148240917,0,0,0,0,0,1.0,6.0
1,0,5.017279836814924,95,32.69556544854363,33.25657829663178,2128.865895259727,2129.121649882881,24.779023386727733,24.78308183881277,0,0,0,0,0,3.0,1.0
0,1,4.976733742420574,41,6.244997998398398,14.832396974191326,1394.6372288161535,1395.0258062129174,84.43340571124678,84.43416459262798,0,0,1,0,0,2.0,0.0
1,0,4.882801922586371,74,17.406895185529212,17.663521732655695,1196.0313541040637,1195.8942260919232,15.165750888103101,15.19475187106278,0,0,0,0,0,2.0,1.0
0,1,4.844187086458591,51,35.9722114972099,36.05551275463989,500.2729255116651,500.16797178547927,13.45362404707371,13.459598615021916,0,0,0,1,0,1.0,0.0
1,0,4.859812404361672,67,24.24871130596428,24.819347291981714,1364.6285208803163,1364.6519702839987,29.103264421710495,29.113030767107677,0,0,0,0,0,1.0,1.0
0,1,4.8283137373023015,47,29.631064780058107,30.0,1048.466022339303,1048.1850981577634,13.820274961085254,13.828649494286484,0,0,0,0,0,1.0,0.0
1,0,5.017279836814924,99,33.06055050963308,33.15116890850155,1046.3885511606097,1046.6040320961888,13.820274961085254,13.850887504561527,1,0,0,0,0,3.0,1.0
0,1,4.867534450455582,203,6.48074069840786,8.0,711.6326299432875,712.5615762865691,43.2087954009366,43.212809963014465,0,0,0,0,0,2.0,4.0
1,0,4.762173934797756,82,36.38681079732051,36.52396473549935,1247.0866048514833,1246.7598004427316,11.704699910719626,11.732933849366972,0,0,0,0,0,1.0,1.0
0,1,4.955827057601261,41,30.0,30.133038346638727,895.0139663714751,895.4188963831398,17.4928556845359,17.510108274587385,0,0,0,0,0,2.0,0.0
0,1,5.0238805208462765,38,33.91164991562634,35.04283093587046,1999.6944766638728,1999.4721803516047,60.70420084310476,60.71223714276809,0,0,0,0,0,3.0,0.0
0,1,4.804021044733257,38,6.48074069840786,13.490737563232042,354.4925951271761,354.5151618760473,66.2117814289874,66.21418088409374,0,0,1,0,0,1.0,0.0
0,1,4.8283137373023015,39,27.54995462791182,28.035691537752374,2181.4515809432946,2181.3619598773607,31.76476034853718,31.771481411962892,0,0,0,0,0,1.0,0.0
0,1,4.820281565605037,42,6.48074069840786,13.564659966250536,546.561981846524,547.8959755282019,63.92182725798755,63.92575287153402,0,0,1,0,0,1.0,0.0
1,0,4.882801922586371,123,25.729360660537214,25.96150997149434,1477.6971949624863,1477.8061442557344,13.228756555322953,13.258082344075444,0,0,0,0,0,2.0,2.0
0,1,5.043425116919247,39,31.25699921617557,31.448370387032774,841.0422105934992,841.5806556712197,19.595917942265423,19.613923170358994,0,0,0,0,0,3.0,0.0
0,1,5.049856007249537,35,6.48074069840786,15.0,925.3242674868092,924.9167530107777,135.5470398053753,135.55024834288213,0,0,1,0,0,3.0,0.0
0,1,4.867534450455582,44,27.982137159266443,28.071337695236398,1132.345795241012,1132.1766646597164,10.908712114635714,10.935961923725706,0,0,0,0,0,2.0,0.0
1,0,4.795790545596741,99,28.827070610799147,28.930952282978865,1246.5729019997186,1246.5195545999268,16.30950643030009,16.32128444267916,1,0,0,0,0,1.0,1.0
1,0,5.017279836814924,68,32.92415526630866,33.06055050963308,1461.969903930994,1461.9647738574279,18.05547008526779,18.08180245191912,0,0,0,0,0,3.0,1.0
0,1,4.795790545596741,44,33.28663395418648,33.436506994600975,1540.295101595795,1539.8048577660743,14.38749456993816,14.393785329843602,0,0,0,0,0,1.0,0.0
0,1,5.017279836814924,215,28.91366458960192,29.257477676655586,968.0211774542952,968.5272324514165,35.59494346111537,35.60310929600684,0,0,0,0,0,3.0,4.0
1,0,4.962844630259907,70,12.84523257866513,13.96424004376894,922.4489145746771,923.328218999073,44.98888751680797,44.994414330298525,0,1,0,0,0,2.0,1.0
1,0,4.976733742420574,145,33.421549934136806,33.63034344160047,903.9292007674053,904.2538360438401,13.228756555322953,13.264339456415737,0,0,0,0,0,2.0,2.0
1,0,4.875197323201151,73,40.27406113120453,40.50925820105819,1432.771091277319,1432.5955465517823,17.146428199482248,17.172805078948908,0,0,0,0,0,2.0,1.0
0,1,4.941642422609304,35,33.896902513356586,34.058772731852805,337.3899820682292,335.3699449861302,12.449899597988733,12.486886320669775,0,0,0,0,0,2.0,0.0
0,1,4.927253685157205,44,6.244997998398398,14.696938456699069,1301.7154066845794,1301.5636749694577,82.24354077980836,82.24839036239564,0,0,1,0,0,2.0,0.0
0,1,4.9344739331306915,35,6.557438524302,21.02379604162864,1124.2019391550612,1123.8180457707556,107.00934538627924,107.01209204045244,0,0,1,0,0,2.0,0.0
1,0,4.736198448394496,68,39.56008088970496,39.88734135035826,1182.9759084613684,1182.614899280404,15.0996688705415,15.123421099377142,0,0,0,0,0,1.0,1.0
1,0,4.804021044733257,101,36.30426972134269,36.49657518178932,470.3041569027431,471.4488307335166,16.401219466856727,16.405180363054562,0,0,0,0,0,1.0,1.0
0,1,4.955827057601261,175,34.713109915419565,34.942810419312295,985.2771183783778,986.0638924532224,45.71651780264984,45.721612580232105,0,1,0,0,0,2.0,3.0
1,0,4.976733742420574,69,13.076696830622021,14.247806848775006,991.5074381970112,992.1990727671539,28.372521918222215,28.38610285783597,0,1,0,0,0,2.0,1.0
0,1,4.820281565605037,36,6.6332495807108,14.7648230602334,1719.38157486929,1719.7331188297794,82.03657720797473,82.03927600460902,0,0,1,0,0,1.0,0.0
0,1,4.90527477843843,37,19.87460691435179,21.142374511865974,1503.0286091754874,1503.1430404322803,21.748563170931547,21.754414840445357,0,0,0,0,0,2.0,0.0
1,0,4.882801922586371,195,24.474476501040833,24.859605789312106,1916.6019409360933,1916.9274894997984,23.748684174075834,23.75490897924713,0,0,0,0,0,2.0,4.0
0,1,5.093750200806762,199,1.7320508075688772,3.3166247903554,669.345949416294,670.0619374356373,18.0,18.021339048575854,0,0,0,0,0,3.0,4.0
1,0,4.844187086458591,198,31.559467676119,31.74901573277509,2020.976249241935,2021.4269712260198,18.681541692269406,18.68277327976994,0,0,0,0,0,1.0,4.0
0,1,4.882801922586371,47,27.147743920996454,27.386127875258307,1326.8308106160332,1326.4177320889523,15.874507866387544,15.900699299404216,0,0,0,0,0,2.0,0.0
0,1,4.948759890378168,41,33.896902513356586,34.02939905434711,1616.2536929578846,1616.277203947392,14.594519519326424,14.605647510151627,0,0,0,0,0,2.0,0.0
1,0,4.976733742420574,63,11.445523142259598,11.916375287812984,985.1426292674579,985.8498871532116,11.090536506409418,11.127600435199358,0,0,0,0,0,2.0,1.0
0,1,4.859812404361672,53,35.32704346531139,35.4682957019364,838.5827329488725,838.020882794695,20.29778313018444,20.309086256346497,1,0,0,0,0,1.0,0.0
0,1,4.795790545596741,95,36.30426972134269,36.4828726939094,1512.6109876633845,1512.3875164784984,21.540659228538015,21.550839793436857,0,0,0,0,0,1.0,1.0
1,0,4.867534450455582,62,31.827660925679098,31.906112267087632,821.1863369540436,820.5010664222199,11.575836902790225,11.590917795063508,0,0,0,0,0,2.0,1.0
0,1,4.882801922586371,301,17.26267650163207,18.439088914585774,705.055316978746,705.9291749177108,71.68681887209112,71.68948858312719,0,0,0,0,0,2.0,6.0
0,1,4.997212273764115,35,9.643650760992955,13.19090595827292,968.4074555681611,968.309867759283,46.33573135281238,46.337426540725964,0,0,1,0,0,3.0,0.0
0,1,4.9344739331306915,43,6.244997998398398,13.892443989449804,1260.051586245579,1259.4145465254878,108.32820500682175,108.33228237333556,0,0,1,0,0,2.0,0.0
0,1,5.049856007249537,37,6.244997998398398,14.66287829861518,1088.6358436134647,1088.7681112156067,116.54183798104438,116.5440187930875,0,0,1,0,0,3.0,0.0
0,1,5.043425116919247,36,6.708203932499369,27.184554438136374,763.2954866891328,762.7725742316644,140.17845768876185,140.1813899894285,0,0,1,0,0,3.0,0.0
0,1,5.3612921657094255,43,29.29163703175362,29.478805945967352,460.7027241074227,459.9826083668816,16.73320053068151,16.73652887296517,0,0,1,0,0,4.0,0.0
0,1,5.0106352940962555,41,6.782329983125268,15.231546211727817,918.5483111954428,919.1577666537992,142.755034937476,142.75748550130098,0,0,1,0,0,3.0,0.0
0,1,4.9344739331306915,40,6.244997998398398,14.696938456699069,1114.491812441886,1114.919279589334,124.45882853377658,124.46042207168114,0,0,1,0,0,2.0,0.0
0,1,4.882801922586371,41,19.79898987322333,20.049937655763422,2329.6147750218274,2329.8570771616014,18.788294228055936,18.812396214938424,1,0,0,0,0,2.0,0.0
0,1,4.859812404361672,43,6.6332495807108,14.560219778561036,1565.0594237919531,1565.3315942636564,77.91020472312982,77.9144236312073,0,0,1,0,0,1.0,0.0
1,0,4.6913478822291435,76,32.58834147360065,32.863353450309965,1844.7793906047411,1844.6107990576224,13.92838827718412,13.957077356333667,0,0,0,0,0,0.0,1.0
1,0,4.820281565605037,71,6.244997998398398,7.0,1429.9213265071614,1430.0293703277566,21.72556098240043,21.726993847522895,0,1,0,0,0,1.0,1.0
0,1,4.875197323201151,93,38.8329756778952,39.0,434.59981592264853,435.1516976871399,19.209372712298546,19.220655632323076,1,0,0,0,0,2.0,1.0
0,1,4.955827057601261,39,29.206163733020468,29.376861643136763,3248.895350730768,3248.996306553764,14.422205101855956,14.434496675528965,0,0,0,0,0,2.0,0.0
1,0,5.043425116919247,75,13.076696830622021,13.45362404707371,986.6848534359895,987.0096250797152,26.343879744638983,26.361964043406196,0,1,0,0,0,3.0,1.0
0,1,4.997212273764115,38,36.40054944640259,36.55133376499413,1250.621045720885,1250.7165945968734,12.84523257866513,12.8724050783222,0,0,0,0,1,3.0,0.0
0,1,4.867534450455582,203,3.3166247903554,4.123105625617661,603.8153691319889,603.2685968952801,14.317821063276353,14.322216790414265,0,0,0,0,0,2.0,4.0
1,0,4.7535901911063645,213,39.242833740697165,39.534794801541594,911.6830589629271,911.4126398070196,12.0,12.012765188640365,0,0,0,0,0,1.0,4.0
1,0,4.770684624465665,83,33.49626844888845,33.74907406137241,1628.2991125711517,1628.3445581325839,17.944358444926362,17.948528270645856,0,0,0,0,0,1.0,1.0
1,0,5.062595033026967,102,35.58089374931439,35.70714214271425,1261.53636491383,1261.927890174395,18.33030277982336,18.338771071169763,0,0,0,0,0,3.0,1.0
1,0,4.852030263919617,77,32.31098884280702,32.83291031876401,2097.3457035024053,2097.3735957144117,21.88606862823929,21.905204923998333,0,0,0,0,0,1.0,1.0
0,1,4.875197323201151,43,6.244997998398398,14.730919862656235,1672.7315983145652,1672.580640806296,78.14089838234521,78.14674329484616,0,0,1,0,0,2.0,0.0
0,1,5.030437921392435,203,29.103264421710495,29.49576240750525,266.83140744672465,268.17904466978774,24.351591323771842,24.360324094717043,0,0,0,0,0,3.0,4.0
1,0,4.77912349311153,65,8.888194417315589,9.433981132056603,1418.755088096603,1419.1148649774618,16.0312195418814,16.05419453571492,0,1,0,0,0,1.0,1.0
1,0,4.718498871295094,99,40.07492981902776,40.23679907746142,1056.6640904279845,1056.7322271985463,12.165525060596439,12.167048523016117,0,0,0,0,0,1.0,1.0
0,1,4.882801922586371,73,12.767145334803704,13.228756555322953,711.3072472567674,711.7155330607868,21.540659228538015,21.55094112078444,1,0,0,0,0,2.0,1.0
1,0,4.962844630259907,75,33.12099032335839,33.406586176980134,2100.714878321187,2100.8545880188854,22.427661492005804,22.44333580642154,0,0,0,0,0,2.0,1.0
0,1,4.941642422609304,37,32.64965543462902,32.89376840679705,3109.8389025800034,3109.962861514587,22.045407685048602,22.049199672442242,0,0,0,0,0,2.0,0.0
1,0,5.003946305945459,68,19.974984355438178,20.42057785666214,778.014781350586,777.7724602992831,27.27636339397171,27.2801026733332,0,1,0,0,0,3.0,1.0
0,1,5.081404364984463,55,20.074859899884732,20.223748416156685,1166.5470414861118,1166.8183234762814,9.1104335791443,9.14656736204766,0,0,0,1,0,3.0,0.0
0,1,4.941642422609304,95,24.879710609249457,25.0,1485.159250720272,1485.5049646500681,12.767145334803704,12.797133482805602,0,0,0,0,1,2.0,1.0
0,1,4.9344739331306915,116,23.643180835073778,23.769728648009426,1071.1363125204934,1071.140513658222,15.329709716755891,15.334868861399748,0,0,0,0,0,2.0,2.0
0,1,4.983606621708336,49,34.828149534535996,34.942810419312295,1162.587631105716,1162.8641365181059,6.4031242374328485,6.4044404484964685,0,0,0,1,0,3.0,0.0
1,0,4.890349128221754,73,8.246211251235321,9.16515138991168,1166.023584667137,1166.4450265657615,23.366642891095847,23.380047825647374,0,1,0,0,0,2.0,1.0
0,1,5.198497031265826,97,35.24202037341219,35.4400902933387,357.81140283674586,357.00560219694034,17.146428199482248,17.164794740439643,0,0,0,0,0,4.0,1.0
1,0,5.0238805208462765,65,23.108440016582687,23.366642891095847,869.7223694950015,870.4786039874846,18.027756377319946,18.049724925102964,0,0,0,0,0,3.0,1.0
